"Type (FARMERS_MARKET, FOOD_PANTRY, SHARE_HOST_SITE, SOUP_KITCHEN, or SENIOR_MEALS)",Name,Address - Line 1,Address - Line 2 (optional),City,State,Zip Code,Phone Number (optional),Website (optional),Description (optional),Requires a photo ID? (either 'Yes' or leave blank),Requires proof of address? (either 'Yes' or leave blank),Requires proof of income? (either 'Yes' or leave blank),Requires a Social Security card? (either 'Yes' or leave blank),Requires a referral? (either 'Yes' or leave blank),Accepts SNAP? (either 'Yes' or leave blank),Accepts FMNP Vouchers? (either 'Yes' or leave blank),Accepts Philly Food Bucks? (either 'Yes' or leave blank),Wheelchair accessible? (either 'Yes' or leave blank),Hours Available? (either 'Yes' or leave blank),Open Sunday? (either 'Yes' or leave blank),Open Monday? (either 'Yes' or leave blank),Open Tuesday? (either 'Yes' or leave blank),Open Wednesday? (either 'Yes' or leave blank),Open Thursday? (either 'Yes' or leave blank),Open Friday? (either 'Yes' or leave blank),Open Saturday? (either 'Yes' or leave blank),"Sunday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Sunday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Sunday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Monday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Monday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Tuesday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Tuesday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Wednesday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Wednesday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Thursday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Thursday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Friday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Friday Closing Time #10 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #1 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #1 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #2 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #2 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #3 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #3 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #4 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #4 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #5 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #5 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #6 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #6 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #7 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #7 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #8 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #8 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #9 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #9 (military time - e.g., 8:00 or 17:00)","Saturday Opening Time #10 (military time - e.g., 8:00 or 17:00)","Saturday Closing Time #10 (military time - e.g., 8:00 or 17:00)"
99,FARMERS_MARKET,Greensgrow Farm Stand,2501 E. Cumberland Ave,,Philadelphia,PA,19125, ,,"Sat: Open year round, 
Thurs: Open May to November. We are wheel chair accessible. However we have a gravel ground surface. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.",Yes,Yes,Yes,Yes,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,
100,FOOD_PANTRY,Calvary Agape Outreach Services,6114 Haverford Ave,,Philadelphia,PA,19151,215-472-3460,,"Serves zip codes 19131, 19139, 19151. Soup kitchen open Wednesday from 12pm to 1 pm. ",,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,FOOD_PANTRY,United Communities Southeast Philadelphia,2029 S. 8th St,,Philadelphia,PA,19148,215-468-6111,,"All zip codes served. Can only visit once every 90 days. Now a Benefit Access Center, new clients must also go through a screening process to see if they qualify for other benefits.",Yes,Yes,,,Yes,,,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,FOOD_PANTRY,South Philadelphia Family Service Center (Catholic Social Services),1941 Christian St,,Philadelphia,PA,19146,215-724-8550,,Individuals/families are able to obtain food every 30 days. ,Yes,Yes,,,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,FARMERS_MARKET,Girard and 27th ,27th St and Girard Ave,,Philadelphia,PA,19130, ,,Open June to Thanksgiving. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.,,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,
104,FOOD_PANTRY,St. Barnabas Bethsaida U.M.C,1814 Wharton St,,Philadelphia,PA,19146,215-468-1999,,Open every third Saturday of the month. Preference given to zip code 19146 but will serve others. Breakfast served prior to food pantry.,Yes,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,
105,FOOD_PANTRY,Canaan Family Life Center,304 W. School House Ln,,Philadelphia,PA,19144,,,SS cards required for all household members. One visit every 30 days max.,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,FOOD_PANTRY,New Jerusalem Church,14 E. Clapier St,,Philadelphia,PA,19144,215-844-7212,,Friday 1-3pm are soup kitchen hours.,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,FOOD_PANTRY,Enon Tabernacle Baptist Church,230 W. Coulter St,,Philadelphia,PA,19144,,,"Serves zip codes 19119, 19144. Call ahead.",,Yes,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,FOOD_PANTRY,Faith Community Development Corporation,108 E. Price St,,Philadelphia,PA,19144,215-848-9660,,Call for emergencies.,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,14:00,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,FOOD_PANTRY,Germantown Avenue Crisis Ministry (GACM),35 W. Chelten Ave,,Philadelphia,PA,19144,215-843-2340,,"IDs are required for all household members. Serves zip codes 19144, 19138, 19150, 19126, 19119, 19118. Residents can visit once every 30 days.",Yes,Yes,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,FOOD_PANTRY,Grace Community Center Germantown,25-29 W. Johnson St,,Philadelphia,PA,19144,215-848-2700,,"Priority for zip codes 19144, 19119, 19126, 19150, 19138.",,Yes,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,FARMERS_MARKET,Wadsworth ,E. Wadsworth Ave and Bayard St.,,Philadelphia,PA,19150, ,,Open May to end of October. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.,,,Yes,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,FOOD_PANTRY,Allen A.M.E. Church,5911 Larchwood Ave,,Philadelphia,PA,19143,215-476-6347,,Call ahead. Closed in August.,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,FOOD_PANTRY,Faith Temple Pentecostal Church,5618 Kingsessing Ave,,Philadelphia,PA,19143,610-809-6224,,Call ahead.,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,FOOD_PANTRY,Southwest Philadelphia Family Service Center (Catholic Social Services),6214 Grays Ave,,Philadelphia,PA,19142,215-724-8550,,Individuals/families are able to obtain food every 30 days. ,Yes,Yes,,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,FOOD_PANTRY,Church Of The Living God,2135 S. 61st St,,Philadelphia,PA,19142,215-301-9925,,Call ahead.,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,
116,FOOD_PANTRY,Giving of Self Partnership,6101 Limekiln Pk,,Philadelphia,PA,19141,215-927-6100,,Can bring birth certificate for all children instead of SS.,Yes,,,Yes,,,,,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,12:00,16:00,,,,,,,,,,,,,,,,,,,10:00,12:30,13:30,16:00,,,,,,,,,,,,,,,,,10:00,12:30,13:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:30,13:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,FARMERS_MARKET,Urban Tree Harvest ,53rd St and Poplar St,,Philadelphia,PA,19131, ,,Open May 17th to mid-November. Note that days and hours may vary. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,
118,FOOD_PANTRY,Harvest Time Christian Fellowship,4001 N. 9th St,,Philadelphia,PA,19140,215-225-4823,,,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,18:30,19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:30,19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:00,,,,,,,,,,,,,,,,,,
119,FARMERS_MARKET,La Finquita Farmers market,428 Master St,,Philadelphia,PA,19122,  ,,"The farm stand is open May through October every Sunday except holiday weekends, like Memorial Day, Labor Day, etc.",,,,Yes,,,,,,Yes,Yes,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,FOOD_PANTRY,Abyssinian Baptist Church,4202 Germantown Ave,,Philadelphia,PA,19140,215-324-1981,,Thursday hours vary. Call ahead.,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,FARMERS_MARKET,University Square,36th St and Walnut St,,Philadelphia,PA,19104, ,,Open May 28th to end of October. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.,,,Yes,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,FOOD_PANTRY,First Redemption Church,4400 N. Broad St,,Philadelphia,PA,19140,215-457-5430,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,
123,SOUP_KITCHEN,Chosen 300 - West Philly,3959 Lancaster Avenue,,Philadelphia,PA,19104,215-765-9806 ,http://chosen300.org/homeless/homelessservingschedule.html,"For other meal times and services, go to Chosen 300's Center City location at 1116 Spring Garden Street.  For information on these additional services see: http://chosen300.org/homeless/homelessservingschedule.html",,,,,,,,,,Yes,Yes,Yes,,,,Yes,,10:00,12:00,,,,,,,,,,,,,,,,,,,18:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,FOOD_PANTRY,Memorial Tabernacle Baptist Church,2249 W. Hunting Park Ave,,Philadelphia,PA,19140,215-229-5060,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,FARMERS_MARKET,East Falls ,Kelly Dr and Ridge Ave,,Philadelphia,PA,19129, ,,"Open May 24th to end of October
Under Route 1 overpass. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.",,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,
126,FOOD_PANTRY,City Of Conquerors,11 S. 63rd St,,Philadelphia,PA,19139,215-471-3985,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,FOOD_PANTRY,Holy Temple of the Lord and Savior Jesus Christ,5116 Market St,,Philadelphia,PA,19139,215-474-7656,,Open every second and fourth Friday of the month. ,Yes,,Yes,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,FOOD_PANTRY,New Birthing Worship Center,5949-51 Spruce St,,Philadelphia,PA,19139,215-476-3605,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,FOOD_PANTRY,St. Benedict's,1940 Medary Ave,,Philadelphia,PA,19138,215-924-4401,,"Serves zip codes 19138, 19141, 19126.",Yes,Yes,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,FOOD_PANTRY,Star of Hope Baptist Church,7212 Keystone St,,Philadelphia,PA,19135,"215-332-2067
215-333-2289",,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,FARMERS_MARKET,Dickinson Square,East Moyamensing St and Morris St,,Philadelphia,PA,19148, ,,Open June 1st to end of October. Visit the 'Farmers' Market' page under the 'Resources' section of this website to learn more about fresh food programs.,,Yes,Yes,Yes,,,,,,Yes,Yes,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
